Date,Open,High,Low,Close,Adj Close,Volume
2000-04-05,12.923351287841797,14.037432670593262,12.75623893737793,13.814617156982422,8.408682823181152,77084766
2000-04-06,13.703208923339844,14.14884090423584,13.59179973602295,13.870321273803711,8.44258975982666,17167722
2000-04-07,13.703208923339844,13.870321273803711,13.480392456054688,13.647503852844238,8.306964874267578,15131516
2000-04-10,13.758913040161133,13.814617156982422,13.59179973602295,13.758913040161133,8.374778747558594,6324938
2000-04-11,13.647503852844238,13.703208923339844,13.424688339233398,13.480392456054688,8.205245971679688,6087860
2000-04-12,13.59179973602295,14.928698539733887,13.480392456054688,14.427362442016602,8.781648635864258,12169885
2000-04-13,14.483065605163574,15.374332427978516,14.204545021057129,15.151515007019043,9.222426414489746,11922484
2000-04-14,15.095810890197754,15.151515007019043,14.09313678741455,14.14884090423584,8.612120628356934,10659337
2000-04-17,14.260250091552734,14.650177955627441,14.260250091552734,14.371658325195312,8.747742652893066,3951908
2000-04-18,14.427362442016602,14.538769721984863,13.814617156982422,14.371658325195312,8.747742652893066,6083933
2000-04-19,14.427362442016602,14.427362442016602,14.037432670593262,14.260250091552734,8.679932594299316,6001354
2000-04-20,14.037432670593262,14.204545021057129,13.703208923339844,13.758913040161133,8.374778747558594,7755264
2000-04-24,13.814617156982422,14.260250091552734,13.758913040161133,14.204545021057129,8.646025657653809,3494806
2000-04-25,14.204545021057129,14.427362442016602,14.14884090423584,14.260250091552734,8.679932594299316,8311103
2000-04-26,14.204545021057129,14.315954208374023,14.14884090423584,14.315954208374023,8.713836669921875,6666587
2000-04-27,14.204545021057129,14.260250091552734,13.814617156982422,14.204545021057129,8.646025657653809,2788058
2000-04-28,14.204545021057129,15.040106773376465,13.703208923339844,14.76158618927002,8.985087394714355,6977494
2000-05-01,15.262923240661621,16.042781829833984,15.040106773376465,16.042781829833984,9.764922142028809,6605326
2000-05-02,15.708556175231934,15.987076759338379,15.485739707946777,15.875667572021484,9.663202285766602,3514777
2000-05-03,15.819964408874512,15.875667572021484,15.374332427978516,15.597147941589355,9.493674278259277,2223580
2000-05-04,15.485739707946777,15.597147941589355,14.427362442016602,15.597147941589355,9.493674278259277,3848236
2000-05-05,15.374332427978516,15.875667572021484,15.207219123840332,15.652852058410645,9.527581214904785,2043723
2000-05-08,15.93137264251709,16.544118881225586,15.875667572021484,16.042781829833984,9.764922142028809,3250995
2000-05-09,16.20989227294922,16.377004623413086,14.928698539733887,15.262923240661621,9.290239334106445,4750885
2000-05-10,15.151515007019043,15.875667572021484,15.151515007019043,15.652852058410645,9.527581214904785,3684087
2000-05-11,15.708556175231934,16.321300506591797,15.485739707946777,16.042781829833984,9.764922142028809,3363083
2000-05-12,16.15418815612793,16.544118881225586,16.098485946655273,16.432708740234375,10.002264022827148,2162318
2000-05-15,16.934045791625977,17.156862258911133,16.599821090698242,16.878341674804688,10.273510932922363,3025810
2000-05-16,16.934045791625977,17.435382843017578,16.76693344116211,16.989749908447266,10.341324806213379,5590589
2000-05-17,16.989749908447266,17.546791076660156,16.377004623413086,16.989749908447266,10.341324806213379,1769618
2000-05-18,16.934045791625977,17.045455932617188,16.65552520751953,16.864416122436523,10.265036582946777,3207349
2000-05-19,16.488414764404297,16.488414764404297,15.93137264251709,16.20989227294922,9.866643905639648,4300177
2000-05-22,16.265596389770508,16.377004623413086,15.485739707946777,16.265596389770508,9.90054702758789,1921649
2000-05-23,16.265596389770508,16.934045791625977,16.265596389770508,16.8226375579834,10.239603996276855,2349356
2000-05-24,16.8226375579834,17.37967872619629,16.599821090698242,17.26827049255371,10.510854721069336,1765018
2000-05-25,17.212566375732422,17.26827049255371,16.71122932434082,17.101158142089844,10.409135818481445,1944089
2000-05-26,17.045455932617188,17.658199310302734,16.878341674804688,17.602495193481445,10.714290618896484,2967241
2000-05-30,17.769607543945312,17.93671989440918,17.37967872619629,17.713903427124023,10.782099723815918,3622938
2000-05-31,17.713903427124023,18.270944595336914,17.26827049255371,18.270944595336914,11.121163368225098,3982651
2000-06-01,18.215240478515625,18.270944595336914,17.769607543945312,17.8253116607666,10.849915504455566,3229565
2000-06-02,18.716577529907227,18.772281646728516,18.159536361694336,18.716577529907227,11.392406463623047,3866524
2000-06-05,18.270944595336914,18.60516929626465,18.159536361694336,18.326648712158203,11.15506649017334,2666209
2000-06-06,18.60516929626465,18.60516929626465,18.159536361694336,18.215240478515625,11.08725357055664,3314276
2000-06-07,18.270944595336914,18.43805694580078,18.103832244873047,18.43805694580078,11.222881317138672,1034933
2000-06-08,18.326648712158203,18.382352828979492,18.048128128051758,18.215240478515625,11.08725357055664,1083067
2000-06-09,18.270944595336914,18.716577529907227,18.270944595336914,18.716577529907227,11.392406463623047,1342810
2000-06-12,18.49376106262207,18.54946517944336,17.546791076660156,18.215240478515625,11.08725357055664,1203457
2000-06-13,18.43805694580078,18.54946517944336,17.99242401123047,18.54946517944336,11.290692329406738,1093838
2000-06-14,18.326648712158203,18.382352828979492,17.658199310302734,17.8253116607666,10.849915504455566,2592269
2000-06-15,17.8253116607666,18.048128128051758,17.713903427124023,17.8253116607666,10.849915504455566,2809937
2000-06-16,17.99242401123047,18.048128128051758,17.602495193481445,17.88101577758789,10.883820533752441,3592756
2000-06-19,17.8253116607666,17.93671989440918,17.602495193481445,17.8253116607666,10.849915504455566,1431111
2000-06-20,17.713903427124023,17.88101577758789,16.544118881225586,16.76693344116211,10.205700874328613,3278596
2000-06-21,16.76693344116211,17.045455932617188,16.15418815612793,16.488414764404297,10.036172866821289,2741607
2000-06-22,16.65552520751953,17.37967872619629,16.488414764404297,17.101158142089844,10.409135818481445,2202823
2000-06-23,16.934045791625977,17.37967872619629,16.71122932434082,17.212566375732422,10.476947784423828,2425315
2000-06-26,17.8253116607666,17.93671989440918,17.045455932617188,17.101158142089844,10.409135818481445,1898087
2000-06-27,17.323974609375,18.270944595336914,17.101158142089844,17.713903427124023,10.782099723815918,2291461
2000-06-28,18.048128128051758,18.215240478515625,17.26827049255371,17.491086959838867,10.646478652954102,3952694
2000-06-29,17.713903427124023,19.217914581298828,17.491086959838867,18.995098114013672,11.56194019317627,5514293
2000-06-30,19.385026931762695,19.552139282226562,16.934045791625977,18.688724517822266,11.375455856323242,4954079
